Campaign_ID,Campaign_Name,Marketing_Channel,Start_Date,End_Date,Impressions,Clicks,Conversions,Total_Spend,Revenue_Generated,Location,Age_Group,Gender
CMP1036,Style Your Home Story,Influencer Marketing,2023-03-24,2024-08-11,77788.6,34156.4,5793.6,7220.019,11301.838,Timișoara,18-24,Male
CMP1037,Sustainable Living Showcase,Email,2022-10-03,2024-02-26,58301.5,14954.9,1161.1,6474.926,17745.365,Iași,55+,Female
CMP1038,Sustainable Living Showcase,Paid Ads,2022-11-25,2024-04-24,43436.7,4897.7,3490.1,4684.894,13748.036,Iași,55+,Female
CMP1039,Design Your Dream Space,Paid Ads,2023-01-14,2024-05-30,31280,19614.6,7675.5,1921.255,2883.676,Timișoara,55+,Male
CMP1040,Sustainable Living Showcase,Social Media,2023-04-07,2024-09-17,20389.8,15842.3,10793.3,3845.689,13350.899,Brașov,55+,Male
CMP1041,Style Your Home Story,Social Media,2023-02-03,2024-07-08,76969.2,39166.3,16804.5,1667.394,5680.21,Cluj-Napoca,25-34,Male
CMP1042,Sustainable Living Showcase,Paid Ads,2023-01-15,2024-06-04,72273.8,13423.2,4428.5,1782.841,4173.194,Iași,25-34,Male
CMP1043,Design Your Dream Space,Social Media,2023-02-18,2024-07-17,35460.3,24658.5,8778.8,3534.283,9070.826,Timișoara,45-54,Male
CMP1044,Furniture Refresh Revolution,Social Media,2023-02-21,2024-07-13,28248.9,22778.3,3695.8,3063.468,4224.959,Timișoara,18-24,Female
CMP1045,Timeless Trends Transformation,Paid Ads,2023-02-14,2024-07-21,77431.6,56831,41852.3,7013.435,15303.451,Timișoara,25-34,Male
CMP1046,Sustainable Living Showcase,Social Media,2022-09-15,2024-01-29,7444.3,3355.8,2692.8,4674.575,9046.363,Timișoara,35-44,Male
CMP1047,Timeless Trends Transformation,Influencer Marketing,2022-12-08,2024-05-15,81054.3,53803.3,42379.3,230.605,811.784,Timișoara,18-24,Female
CMP1048,Style Your Home Story,Influencer Marketing,2023-03-12,2024-07-28,64365.4,47506.5,32005.9,7424.104,12066.005,Bucharest,55+,Female
CMP1049,Sustainable Living Showcase,Email,2022-10-14,2024-03-14,9963.7,2036.6,459,6538.642,17964.682,Iași,35-44,Male
CMP1050,Sustainable Living Showcase,Paid Ads,2023-05-28,2024-10-10,21389.4,19567,5727.3,1475.141,4796.363,Cluj-Napoca,25-34,Male
CMP1051,Design Your Dream Space,Social Media,2023-04-26,2024-09-11,84619.2,52079.5,25425.2,403.019,609.433,Timișoara,35-44,Male
CMP1052,Style Your Home Story,Social Media,2023-05-01,2024-09-16,71432.3,47115.5,18069.3,6061.605,9694.675,Cluj-Napoca,25-34,Female
CMP1053,Design Your Dream Space,Social Media,2023-01-29,2024-07-11,72826.3,64542.2,32611.1,5498.633,21737.458,Bucharest,55+,Male
CMP1054,Timeless Trends Transformation,Influencer Marketing,2023-04-02,2024-09-06,32995.3,4307.8,3932.1,1121.558,4043.45,Iași,18-24,Male
CMP1055,Design Your Dream Space,Email,2022-08-22,2024-01-25,48409.2,17229.5,3536,5057.262,7224.269,Cluj-Napoca,55+,Male
CMP1056,Sustainable Living Showcase,Paid Ads,2022-11-03,2024-04-06,11774.2,4199,273.7,1233.928,4007.92,Bucharest,55+,Male
CMP1057,Timeless Trends Transformation,Influencer Marketing,2023-05-04,2024-09-30,70522.8,30919.6,323,2671.516,6287.535,Bucharest,25-34,Male
CMP1058,Design Your Dream Space,Social Media,2023-01-29,2024-07-02,50712.7,49752.2,13147.8,3941.314,5631.59,Timișoara,25-34,Male
CMP1059,Sustainable Living Showcase,Social Media,2023-06-01,2024-10-27,18224,14555.4,2830.5,2384.947,4934.709,Bucharest,45-54,Male
CMP1060,Furniture Refresh Revolution,Social Media,2023-04-01,2024-08-25,80765.3,34443.7,30606.8,4373.063,6446.434,Timișoara,45-54,Male
CMP1061,Furniture Refresh Revolution,Social Media,2023-02-14,2024-07-20,57245.8,25588.4,11648.4,1277.924,3318.672,Brașov,18-24,Male
CMP1062,Comfort & Chic Challenge,Paid Ads,2023-02-21,2024-07-22,3107.6,2346,25.5,7805.074,13749.872,Timișoara,35-44,Male
CMP1063,Furniture Refresh Revolution,Influencer Marketing,2022-09-11,2024-02-10,2799.9,2742.1,2429.3,4423.655,16555.705,Timișoara,45-54,Male
CMP1064,Style Your Home Story,Paid Ads,2022-11-20,2024-04-24,25821.3,1334.5,792.2,3216.808,9453.496,Brașov,45-54,Female
CMP1065,Style Your Home Story,Paid Ads,2023-04-21,2024-09-07,4178.6,3000.5,98.6,7600.343,23857.783,Cluj-Napoca,45-54,Male
CMP1066,Furniture Refresh Revolution,Social Media,2023-03-07,2024-08-06,83243.9,26815.8,20116.1,3346.841,7201.982,Bucharest,35-44,Female
CMP1067,Design Your Dream Space,Influencer Marketing,2023-03-27,2024-09-04,39880.3,34059.5,21540.7,5403.195,9697.548,Iași,18-24,Male
CMP1068,Sustainable Living Showcase,Paid Ads,2022-10-12,2024-03-05,75177.4,36514.3,4168.4,666.315,1216.588,Timișoara,35-44,Female
CMP1069,Timeless Trends Transformation,Email,2023-03-08,2024-08-17,19618,16025.9,9686.6,611.847,2275.433,Iași,45-54,Male
CMP1070,Style Your Home Story,Influencer Marketing,2022-12-12,2024-05-03,16593.7,8192.3,7524.2,3904.832,7283.021,Timișoara,25-34,Male
CMP1071,Design Your Dream Space,Social Media,2023-04-11,2024-09-19,64367.1,21229.6,6794.9,5644.408,19011.355,Timișoara,18-24,Male
CMP1072,Design Your Dream Space,Influencer Marketing,2023-06-03,2024-10-19,55108.9,22958.5,4134.4,7376.64,19277.32,Timișoara,55+,Male
CMP1073,Comfort & Chic Challenge,Influencer Marketing,2022-12-10,2024-05-22,50631.1,12042.8,7296.4,7119.634,20634.991,Cluj-Napoca,35-44,Female
CMP1074,Furniture Refresh Revolution,Social Media,2023-01-13,2024-06-21,16100.7,3179,844.9,510.102,1411.544,Timișoara,35-44,Female
CMP1075,Design Your Dream Space,Influencer Marketing,2023-06-10,2024-11-20,60640.7,19414,3345.6,5440.017,12763.634,Bucharest,35-44,Male
CMP1076,Design Your Dream Space,Influencer Marketing,2022-10-27,2024-03-27,10359.8,5025.2,3425.5,3872.889,14333.006,Timișoara,18-24,Female
CMP1077,Sustainable Living Showcase,Paid Ads,2022-10-12,2024-02-27,20318.4,16032.7,11775.9,6505.526,16659.592,Cluj-Napoca,25-34,Female
CMP1078,Design Your Dream Space,Influencer Marketing,2023-05-16,2024-10-26,62719.8,34513.4,13885.6,3217.862,12324.099,Bucharest,25-34,Male
CMP1079,Style Your Home Story,Social Media,2023-06-13,2024-10-28,49113,8739.7,2323.9,8455.613,21069.069,Bucharest,55+,Female
CMP1080,Comfort & Chic Challenge,Influencer Marketing,2022-10-23,2024-03-12,3362.6,3282.7,2323.9,2909.074,3927.663,Iași,45-54,Male
CMP1081,Design Your Dream Space,Social Media,2023-04-24,2024-09-29,14123.6,12619.1,2133.5,476,1881.713,Timișoara,25-34,Female
CMP1082,Timeless Trends Transformation,Social Media,2023-04-20,2024-09-12,47280.4,5261.5,535.5,1428.663,4038.418,Timișoara,45-54,Female
CMP1083,Comfort & Chic Challenge,Social Media,2023-04-30,2024-09-27,13843.1,7090.7,940.1,6507.787,21604.297,Timișoara,35-44,Male
CMP1084,Comfort & Chic Challenge,Email,2023-03-19,2024-08-07,71672,34846.6,12710.9,2723.978,6493.252,Timișoara,25-34,Male
CMP1085,Style Your Home Story,Influencer Marketing,2023-03-25,2024-09-05,66305.1,44560.4,44251,8204.319,13582.456,Timișoara,35-44,Male
CMP1086,Design Your Dream Space,Paid Ads,2023-06-01,2024-10-22,60899.1,52939.7,7602.4,6324.799,8457.466,Timișoara,35-44,Female
CMP1087,Timeless Trends Transformation,Paid Ads,2023-02-09,2024-07-01,39710.3,27585.9,20575.1,1008.423,2390.183,Iași,55+,Female
CMP1088,Furniture Refresh Revolution,Social Media,2023-05-22,2024-10-24,45255.7,38166.7,7792.8,653.803,2057.442,Timișoara,25-34,Male
CMP1089,Furniture Refresh Revolution,Influencer Marketing,2023-05-27,2024-10-25,21255.1,18101.6,4720.9,4164.881,13586.621,Brașov,18-24,Male
CMP1090,Design Your Dream Space,Email,2023-05-29,2024-10-24,45221.7,44145.6,31635.3,3992.484,11516.599,Cluj-Napoca,45-54,Male
CMP1091,Timeless Trends Transformation,Social Media,2023-03-10,2024-08-06,22196.9,19170.9,10213.6,571.574,1574.693,Cluj-Napoca,45-54,Female
CMP1092,Style Your Home Story,Paid Ads,2022-12-17,2024-05-19,23453.2,19721.7,3039.6,8315.89,10242.721,Iași,25-34,Male
CMP1093,Furniture Refresh Revolution,Email,2022-09-24,2024-02-23,46087,453.9,13.6,974.202,2668.864,Timișoara,45-54,Female
CMP1094,Timeless Trends Transformation,Influencer Marketing,2023-01-15,2024-06-04,14132.1,13402.8,6528,865.997,1865.24,Brașov,18-24,Female
CMP1095,Design Your Dream Space,Social Media,2023-01-03,2024-06-07,12682,4969.1,3019.2,6970.374,19350.182,Bucharest,55+,Female
CMP1096,Design Your Dream Space,Paid Ads,2022-10-15,2024-03-15,79650.1,42989.6,22326.1,4940.013,19110.363,Timișoara,45-54,Female
CMP1097,Design Your Dream Space,Influencer Marketing,2022-11-23,2024-04-15,79157.1,59253.5,24117.9,6124.845,10030.119,Iași,35-44,Female
CMP1098,Comfort & Chic Challenge,Influencer Marketing,2022-11-27,2024-05-10,35955,28211.5,18587.8,6681.051,26001.364,Brașov,35-44,Female
CMP1099,Style Your Home Story,Paid Ads,2022-12-11,2024-05-14,46153.3,45250.6,4284,967.742,1852.456,Bucharest,18-24,Female
CMP1100,Timeless Trends Transformation,Social Media,2023-01-19,2024-06-10,48994,3400,1210.4,4691.745,17249.05,Iași,35-44,Female
CMP1101,Style Your Home Story,Social Media,2022-09-22,2024-02-06,29486.5,18300.5,4455.7,6434.806,11459.377,Brașov,18-24,Female
CMP1102,Sustainable Living Showcase,Social Media,2022-12-22,2024-05-29,13212.4,1762.9,1479,5220.53,11036.094,Cluj-Napoca,25-34,Female
CMP1103,Timeless Trends Transformation,Email,2022-10-30,2024-04-12,41767.3,12598.7,7561.6,5136.057,18253.92,Brașov,55+,Female
CMP1104,Style Your Home Story,Email,2022-08-19,2024-01-14,48052.2,45923.8,9613.5,5928.852,13706.403,Iași,25-34,Female
CMP1105,Comfort & Chic Challenge,Paid Ads,2023-06-07,2024-10-31,50073.5,40205,25343.6,3604.068,13086.362,Cluj-Napoca,55+,Male
CMP1106,Furniture Refresh Revolution,Email,2022-10-26,2024-04-03,81746.2,32881.4,25848.5,7223.487,20611.191,Iași,35-44,Female
CMP1107,Design Your Dream Space,Influencer Marketing,2022-10-02,2024-03-01,30581.3,2136.9,940.1,1832.09,6698.187,Cluj-Napoca,35-44,Male
CMP1108,Comfort & Chic Challenge,Social Media,2022-10-29,2024-03-16,10516.2,8598.6,3665.2,5109.775,19323.39,Bucharest,25-34,Male
CMP1109,Style Your Home Story,Social Media,2023-04-03,2024-08-19,12999.9,11429.1,5824.2,5877.053,22310.953,Bucharest,18-24,Female
CMP1110,Style Your Home Story,Email,2023-02-02,2024-06-19,32082.4,23851,1263.1,2048.738,5505.824,Brașov,18-24,Male
CMP1111,Furniture Refresh Revolution,Paid Ads,2022-11-22,2024-05-01,42183.8,29710.9,20347.3,2117.265,6106.893,Bucharest,45-54,Female
CMP1112,Comfort & Chic Challenge,Email,2022-11-23,2024-04-26,4537.3,2420.8,1210.4,2778.038,11013.603,Bucharest,35-44,Female
CMP1113,Sustainable Living Showcase,Social Media,2022-12-16,2024-05-11,11935.7,659.6,639.2,7279.128,27143.781,Bucharest,18-24,Female
CMP1114,Furniture Refresh Revolution,Social Media,2023-05-27,2024-10-25,75714.6,5992.5,3738.3,4273.749,12893.225,Iași,45-54,Female
CMP1115,Sustainable Living Showcase,Email,2023-02-27,2024-08-10,30877.1,5587.9,843.2,2894.794,10179.209,Cluj-Napoca,45-54,Female
CMP1116,Design Your Dream Space,Influencer Marketing,2023-05-10,2024-09-28,81593.2,22179.9,15162.3,4304.587,16341.726,Brașov,25-34,Female
CMP1117,Design Your Dream Space,Social Media,2022-10-13,2024-03-23,62369.6,34467.5,15838.9,5060.628,9743.193,Brașov,55+,Male
CMP1118,Sustainable Living Showcase,Influencer Marketing,2022-10-05,2024-03-05,35769.7,26725.7,25736.3,7837.459,26350.748,Iași,25-34,Female
CMP1119,Design Your Dream Space,Social Media,2022-12-30,2024-06-03,23686.1,8450.7,754.8,7022.547,15285.023,Cluj-Napoca,55+,Female
CMP1120,Furniture Refresh Revolution,Email,2022-11-21,2024-04-10,1989,765,331.5,7876.559,9536.609,Timișoara,45-54,Female
CMP1121,Comfort & Chic Challenge,Influencer Marketing,2022-11-05,2024-04-06,62187.7,34860.2,14484,7176.329,22497.086,Cluj-Napoca,55+,Female
CMP1122,Sustainable Living Showcase,Email,2023-01-09,2024-05-28,32719.9,11379.8,3044.7,1558.509,3267.876,Brașov,18-24,Male
CMP1123,Comfort & Chic Challenge,Social Media,2023-02-15,2024-06-30,26404.4,9615.2,2978.4,3427.727,4583.557,Timișoara,25-34,Female
CMP1124,Style Your Home Story,Paid Ads,2023-01-11,2024-06-01,76425.2,43472.4,22424.7,4139.721,5775.172,Brașov,25-34,Male
CMP1125,Sustainable Living Showcase,Email,2022-11-05,2024-03-23,33350.6,32646.8,31310.6,3771.552,5735.732,Brașov,45-54,Male
CMP1126,Design Your Dream Space,Paid Ads,2023-03-18,2024-08-20,2674.1,2669,867,5395.732,10324.967,Iași,55+,Female
CMP1127,Design Your Dream Space,Email,2022-08-30,2024-01-30,19772.7,15621.3,1416.1,652.443,969.391,Brașov,45-54,Female
CMP1128,Style Your Home Story,Paid Ads,2022-08-28,2024-01-22,81159.7,4032.4,804.1,4415.495,5299.291,Iași,45-54,Female
CMP1129,Timeless Trends Transformation,Social Media,2022-11-14,2024-04-22,11884.7,2828.8,2335.8,3003.492,6090.505,Bucharest,35-44,Male
CMP1130,Design Your Dream Space,Influencer Marketing,2023-04-10,2024-09-04,11918.7,5939.8,5207.1,5670.282,18211.165,Brașov,25-34,Female
CMP1131,Furniture Refresh Revolution,Social Media,2022-09-04,2024-01-20,75422.2,38873.9,15755.6,7415.791,9031.505,Brașov,25-34,Male
CMP1132,Style Your Home Story,Social Media,2023-06-07,2024-10-31,40851,8460.9,7497,340.221,680.255,Brașov,35-44,Female
CMP1133,Style Your Home Story,Influencer Marketing,2022-10-20,2024-03-19,70657.1,51249.9,14774.7,5503.07,15996.813,Timișoara,35-44,Female
CMP1134,Timeless Trends Transformation,Paid Ads,2023-04-18,2024-09-21,64377.3,11922.1,2747.2,1249.279,4734.891,Cluj-Napoca,25-34,Female
CMP1135,Furniture Refresh Revolution,Social Media,2023-04-21,2024-09-14,37291.2,25950.5,2448,4033.981,6580.53,Bucharest,18-24,Female
CMP1136,Comfort & Chic Challenge,Influencer Marketing,2022-10-08,2024-03-12,13135.9,6230.5,3891.3,3929.941,8771.286,Cluj-Napoca,55+,Male
CMP1137,Style Your Home Story,Paid Ads,2023-06-04,2024-11-11,78026.6,31189.9,16510.4,1563.354,5040.058,Bucharest,45-54,Female
CMP1138,Design Your Dream Space,Paid Ads,2023-05-22,2024-10-23,80564.7,10422.7,5820.8,4328.217,16874.557,Iași,25-34,Male
CMP1139,Style Your Home Story,Influencer Marketing,2023-02-02,2024-06-24,26577.8,1490.9,491.3,6082.923,21434.671,Cluj-Napoca,45-54,Male
CMP1140,Sustainable Living Showcase,Paid Ads,2023-02-05,2024-07-18,7804.7,6946.2,5798.7,5873.33,9516.838,Brașov,25-34,Female
CMP1141,Style Your Home Story,Influencer Marketing,2022-12-29,2024-05-16,6517.8,3189.2,1846.2,1702.363,4277.795,Bucharest,25-34,Female
CMP1142,Style Your Home Story,Social Media,2023-01-23,2024-06-28,63933.6,53713.2,22550.5,6472.121,18987.419,Iași,25-34,Male
CMP1143,Design Your Dream Space,Email,2022-09-20,2024-02-16,80799.3,44747.4,41570.1,5868.944,12096.214,Cluj-Napoca,45-54,Male
CMP1144,Furniture Refresh Revolution,Influencer Marketing,2023-03-28,2024-08-29,41612.6,18383.8,15220.1,5639.206,12465.233,Iași,35-44,Male
CMP1145,Style Your Home Story,Influencer Marketing,2023-06-08,2024-11-04,61198.3,34292.4,29928.5,1152.328,1654.678,Timișoara,45-54,Female
CMP1146,Timeless Trends Transformation,Influencer Marketing,2023-05-02,2024-09-26,43659.4,24289.6,12515.4,3013.828,6938.754,Iași,35-44,Female
CMP1147,Timeless Trends Transformation,Social Media,2023-01-14,2024-06-13,28893.2,21272.1,2094.4,3316.547,11693.11,Brașov,35-44,Female
CMP1148,Timeless Trends Transformation,Influencer Marketing,2022-11-21,2024-04-21,35776.5,4190.5,465.8,6229.497,22637.2,Brașov,25-34,Male
CMP1149,Sustainable Living Showcase,Social Media,2022-10-24,2024-03-25,17589.9,17086.7,15585.6,670.14,1071.646,Bucharest,45-54,Female
CMP1150,Comfort & Chic Challenge,Email,2023-01-18,2024-06-29,32658.7,29557.9,23743.9,3079.55,10554.178,Timișoara,45-54,Female
CMP1151,Timeless Trends Transformation,Email,2022-11-08,2024-04-11,33172.1,24595.6,17848.3,5107.004,14968.755,Bucharest,55+,Male
CMP1152,Furniture Refresh Revolution,Social Media,2023-01-19,2024-06-28,12044.5,8238.2,436.9,1245.148,1886.269,Iași,45-54,Female
CMP1153,Style Your Home Story,Influencer Marketing,2022-11-02,2024-04-11,17715.7,6179.5,3910,3949.491,11645.323,Cluj-Napoca,55+,Female
CMP1154,Furniture Refresh Revolution,Paid Ads,2022-08-28,2024-01-11,14949.8,13504.8,2017.9,6561.303,19338.027,Brașov,18-24,Male
CMP1155,Comfort & Chic Challenge,Influencer Marketing,2023-05-12,2024-10-05,3493.5,1074.4,523.6,8015.211,26277.07,Brașov,45-54,Male
CMP1156,Comfort & Chic Challenge,Email,2023-05-02,2024-09-16,21117.4,479.4,69.7,2508.129,6605.843,Brașov,45-54,Female
CMP1157,Comfort & Chic Challenge,Paid Ads,2022-12-07,2024-05-02,33056.5,3415.3,1635.4,375.479,1095.599,Bucharest,18-24,Male
CMP1158,Design Your Dream Space,Paid Ads,2022-10-20,2024-03-15,23726.9,11452.9,10296.9,2448.85,5829.334,Bucharest,18-24,Female
CMP1159,Design Your Dream Space,Email,2023-05-15,2024-10-24,71600.6,60202.1,36687.7,4717.041,8577.078,Timișoara,18-24,Female
CMP1160,Design Your Dream Space,Influencer Marketing,2023-02-07,2024-06-26,74420.9,6840.8,4663.1,8259.688,29988.493,Iași,45-54,Female
CMP1161,Design Your Dream Space,Influencer Marketing,2023-02-14,2024-07-03,41743.5,30943.4,8768.6,2675.375,7982.86,Cluj-Napoca,25-34,Female
CMP1162,Timeless Trends Transformation,Social Media,2023-05-21,2024-10-17,36313.7,26027,13275.3,7365.352,28067.221,Cluj-Napoca,45-54,Female
CMP1163,Style Your Home Story,Email,2022-09-11,2024-02-01,33199.3,2901.9,246.5,1356.481,1752.836,Brașov,55+,Female
CMP1164,Comfort & Chic Challenge,Social Media,2022-11-11,2024-04-23,69706.8,27749.1,11740.2,1362.074,5382.693,Iași,18-24,Female
CMP1165,Style Your Home Story,Influencer Marketing,2023-05-19,2024-10-04,60863.4,55431.9,45286.3,6346.933,19228.819,Iași,25-34,Male
CMP1166,Style Your Home Story,Social Media,2022-09-17,2024-02-09,8945.4,8234.8,8231.4,1508.563,5262.86,Bucharest,35-44,Female
CMP1167,Timeless Trends Transformation,Social Media,2022-11-29,2024-04-30,42685.3,27225.5,7627.9,2924.663,9076.402,Iași,18-24,Female
CMP1168,Design Your Dream Space,Social Media,2022-11-12,2024-03-27,78225.5,75568.4,75214.8,6293.043,20253.749,Bucharest,18-24,Male
CMP1169,Design Your Dream Space,Influencer Marketing,2023-01-12,2024-06-02,42460.9,31337.8,23621.5,6244.525,13482.904,Timișoara,45-54,Male
CMP1170,Sustainable Living Showcase,Paid Ads,2023-03-13,2024-07-31,58694.2,11254,4479.5,4177.427,5970.808,Timișoara,18-24,Female
CMP1171,Timeless Trends Transformation,Email,2023-02-28,2024-07-16,81851.6,5948.3,5314.2,3144.082,10676.765,Iași,35-44,Female
CMP1172,Design Your Dream Space,Email,2023-02-04,2024-07-18,30353.5,1414.4,816,7754.771,28960.469,Bucharest,18-24,Female
CMP1173,Comfort & Chic Challenge,Paid Ads,2023-05-05,2024-09-19,24270.9,8469.4,2322.2,7602.434,24335.653,Bucharest,25-34,Female
CMP1174,Design Your Dream Space,Email,2023-04-10,2024-09-19,58223.3,3597.2,377.4,2369.919,3768.849,Timișoara,45-54,Female
CMP1175,Style Your Home Story,Paid Ads,2022-08-29,2024-01-12,14453.4,508.3,452.2,8226.317,20027.36,Timișoara,25-34,Female
CMP1176,Design Your Dream Space,Email,2023-02-24,2024-07-26,22683.1,14303.8,1152.6,3384.36,11929.563,Brașov,25-34,Male
CMP1177,Comfort & Chic Challenge,Email,2022-11-19,2024-04-14,9326.2,4853.5,323,6153.337,7896.075,Iași,55+,Male
CMP1178,Sustainable Living Showcase,Email,2023-03-27,2024-08-14,53198.1,21066.4,17255,6779.566,19599.232,Bucharest,35-44,Female
CMP1179,Timeless Trends Transformation,Email,2023-02-19,2024-07-22,76316.4,41223.3,9470.7,5303.541,20199.944,Cluj-Napoca,25-34,Female
CMP1180,Design Your Dream Space,Social Media,2023-05-09,2024-10-19,43421.4,28080.6,9327.9,4330.971,17300.832,Timișoara,25-34,Female
CMP1181,Comfort & Chic Challenge,Influencer Marketing,2023-05-27,2024-10-18,61922.5,23373.3,9509.8,1576.665,4660.839,Cluj-Napoca,55+,Male
CMP1182,Furniture Refresh Revolution,Paid Ads,2023-03-19,2024-08-29,9642.4,1120.3,958.8,4151.213,5223.981,Iași,55+,Female
CMP1183,Furniture Refresh Revolution,Social Media,2023-01-03,2024-05-19,7440.9,3502,1689.8,5657.617,13576.251,Timișoara,35-44,Male
CMP1184,Timeless Trends Transformation,Email,2022-10-28,2024-03-12,82883.5,46449.1,7400.1,1249.347,1617.55,Iași,25-34,Female
CMP1185,Design Your Dream Space,Influencer Marketing,2023-02-23,2024-07-12,15478.5,3095.7,358.7,6434.976,17754.222,Iași,55+,Female
CMP1186,Sustainable Living Showcase,Email,2022-09-05,2024-02-12,64154.6,52453.5,8785.6,4959.495,16591.184,Iași,55+,Male
CMP1187,Timeless Trends Transformation,Social Media,2023-06-10,2024-10-30,39506.3,13606.8,12755.1,2727.378,7160.655,Iași,45-54,Female
CMP1188,Sustainable Living Showcase,Paid Ads,2023-03-30,2024-09-06,22540.3,22361.8,15019.5,3219.256,11665.672,Cluj-Napoca,35-44,Male
CMP1189,Timeless Trends Transformation,Social Media,2023-01-13,2024-06-11,81244.7,10240.8,6453.2,3113.499,8230.363,Brașov,25-34,Female
CMP1190,Timeless Trends Transformation,Paid Ads,2022-12-03,2024-05-04,7578.6,1774.8,1217.2,3846.42,12180.415,Cluj-Napoca,25-34,Female
CMP1191,Furniture Refresh Revolution,Paid Ads,2023-04-01,2024-09-09,78135.4,27866.4,12957.4,2699.396,4782.287,Brașov,55+,Male
CMP1192,Furniture Refresh Revolution,Email,2023-02-09,2024-07-03,60990.9,48931.1,15257.5,3122.696,11427.74,Bucharest,35-44,Female
CMP1193,Design Your Dream Space,Paid Ads,2023-04-25,2024-09-13,4222.8,3427.2,198.9,6601.746,21457.213,Timișoara,25-34,Male
CMP1194,Furniture Refresh Revolution,Social Media,2022-11-23,2024-04-21,54231.7,33104.1,26841.3,2666.059,5886.505,Cluj-Napoca,35-44,Female
CMP1195,Sustainable Living Showcase,Influencer Marketing,2023-01-08,2024-06-10,46573.2,25120.9,9435,8184.786,32721.77,Brașov,35-44,Male
CMP1196,Furniture Refresh Revolution,Social Media,2022-12-16,2024-05-15,25494.9,14358.2,8741.4,780.521,1726.724,Timișoara,35-44,Female
CMP1197,Sustainable Living Showcase,Influencer Marketing,2022-12-28,2024-06-04,81652.7,22237.7,8064.8,4777.425,13309.147,Cluj-Napoca,25-34,Female
CMP1198,Style Your Home Story,Paid Ads,2022-11-07,2024-04-04,24259,15480.2,15381.6,6307.527,9378.662,Timișoara,35-44,Male
CMP1199,Sustainable Living Showcase,Social Media,2022-12-02,2024-05-05,15068.8,9006.6,6148.9,5654.081,21606.813,Cluj-Napoca,45-54,Male
CMP1200,Design Your Dream Space,Influencer Marketing,2023-04-15,2024-09-13,18135.6,3850.5,1198.5,4651.404,10940.061,Timișoara,18-24,Female
CMP1201,Timeless Trends Transformation,Influencer Marketing,2023-03-12,2024-08-21,82905.6,50586.9,40040.1,1343.646,1615.884,Timișoara,18-24,Female
CMP1202,Comfort & Chic Challenge,Email,2023-04-01,2024-09-08,79213.2,73242.8,41400.1,1852.677,4379.523,Cluj-Napoca,25-34,Female
CMP1203,Style Your Home Story,Email,2023-05-28,2024-10-28,43768.2,32269.4,4666.5,1024.777,3830.338,Cluj-Napoca,55+,Female
CMP1204,Style Your Home Story,Paid Ads,2022-08-19,2024-01-15,12523.9,952,163.2,232.832,642.226,Iași,45-54,Female
CMP1205,Timeless Trends Transformation,Social Media,2022-12-14,2024-05-02,69740.8,57954.7,12535.8,4927.722,14896.267,Bucharest,18-24,Female
CMP1206,Design Your Dream Space,Paid Ads,2023-03-03,2024-07-22,28199.6,10594.4,1540.2,7765.175,30465.938,Brașov,45-54,Female
CMP1207,Furniture Refresh Revolution,Paid Ads,2023-02-14,2024-07-12,63831.6,1558.9,1479,3479.951,4415.869,Timișoara,18-24,Female
CMP1208,Style Your Home Story,Influencer Marketing,2023-06-12,2024-11-07,84887.8,5324.4,1516.4,8056.487,23152.64,Iași,25-34,Female
CMP1209,Furniture Refresh Revolution,Paid Ads,2023-06-05,2024-10-22,53237.2,22994.2,3019.2,656.472,2360.637,Bucharest,18-24,Male
CMP1210,Timeless Trends Transformation,Influencer Marketing,2022-11-21,2024-04-08,55022.2,36505.8,19956.3,8018.73,31099.273,Bucharest,25-34,Female
CMP1211,Sustainable Living Showcase,Influencer Marketing,2023-03-18,2024-08-06,78295.2,34945.2,15255.8,1659.931,4955.194,Timișoara,55+,Male
CMP1212,Style Your Home Story,Influencer Marketing,2022-11-12,2024-04-10,42850.2,11342.4,4270.4,8399.666,22103.281,Cluj-Napoca,25-34,Female
CMP1213,Style Your Home Story,Social Media,2022-09-04,2024-01-25,79993.5,15582.2,10137.1,1041.063,3165.706,Timișoara,25-34,Male
CMP1214,Style Your Home Story,Influencer Marketing,2023-01-09,2024-06-21,13423.2,7796.2,3729.8,7041.4,10915.003,Brașov,18-24,Female
CMP1215,Sustainable Living Showcase,Paid Ads,2023-06-01,2024-11-09,57907.1,20891.3,5149.3,2382.38,8459.506,Timișoara,35-44,Female
CMP1216,Furniture Refresh Revolution,Social Media,2023-02-12,2024-06-28,18065.9,9144.3,9127.3,4669.747,16634.84,Timișoara,25-34,Female
CMP1217,Timeless Trends Transformation,Paid Ads,2022-08-26,2024-01-11,63285.9,42775.4,35093.1,4289.712,7167.098,Timișoara,45-54,Male
CMP1218,Timeless Trends Transformation,Paid Ads,2023-05-28,2024-11-04,60407.8,14019.9,2935.9,4633.86,8112.876,Brașov,45-54,Male
CMP1219,Furniture Refresh Revolution,Email,2023-05-15,2024-10-16,30725.8,1958.4,634.1,4874.189,8170.71,Bucharest,18-24,Female
CMP1220,Design Your Dream Space,Email,2023-04-25,2024-09-16,12512,9547.2,7616,3831.188,14653.966,Cluj-Napoca,35-44,Male
CMP1221,Design Your Dream Space,Influencer Marketing,2022-12-14,2024-05-07,4382.6,4273.8,1470.5,6508.212,23791.67,Bucharest,45-54,Female
